編號,案類,發生(現)日期,發生時段,發生(現)地點
1139,住宅竊盜,1051023,10~12,台北市士林區福華里18鄰通河街325巷1 ~ 30號
1140,住宅竊盜,1051024,13~15,台北市大安區龍淵里和平東路2段96巷15弄1 ~ 30號
1141,住宅竊盜,1051024,13~15,台北市北投區稻香里中央北路2段320巷2弄1 ~ 30號
1142,住宅竊盜,1051025,16~18,台北市內湖區成功路2段510巷1 ~ 30號
1143,住宅竊盜,1051026,13~15,台北市中山區林森北路391 ~ 420號
1144,住宅竊盜,1051026,13~15,台北市信義區黎順里崇德街31 ~ 60號
1145,住宅竊盜,1051027,01~03,台北市大安區和安里建國南路1段301 ~ 330號
1146,住宅竊盜,1051027,22~24,台北市南港區南港里南港路1段171巷28弄1 ~ 30號
1147,住宅竊盜,1051028,04~06,台北市士林區社新里8鄰社子街63巷1 ~ 30號
1148,住宅竊盜,1051028,10~12,台北市大安區光信里信義路4段265巷21弄1 ~ 30號
1149,住宅竊盜,1051028,10~12,台北市大安區龍泉里師大路39巷1 ~ 30號
1150,住宅竊盜,1051029,10~12,台北市中山區雙城街23巷1 ~ 30號
1151,住宅竊盜,1051029,16~18,台北市文山區樟文里001鄰忠順街1段10巷1 ~ 30號
1152,住宅竊盜,1051029,19~21,台北市萬華區康定路46巷1 ~ 30號
1153,住宅竊盜,1051030,13~15,台北市中山區林森北路391 ~ 420號
1154,住宅竊盜,1051031,01~03,台北市大同區至聖里5鄰民族西路31巷22之1 ~ 30號
1155,住宅竊盜,1051031,10~12,台北市中正區林興里水源路33巷1 ~ 30號
1156,住宅竊盜,1051031,10~12,台北市中山區林森北路241 ~ 270號
1157,住宅竊盜,1051101,07~09,台北市內湖區康樂街72巷17弄1 ~ 30號
1158,住宅竊盜,1051101,10~12,台北市北投區尊賢里尊賢街230巷1 ~ 30號
1159,住宅竊盜,1051103,22~24,台北市中山區德惠街91 ~ 120號
1160,住宅竊盜,1051104,10~12,台北市北投區智仁里中和街525巷8弄1 ~ 30號
1161,住宅竊盜,1051104,22~24,台北市文山區博嘉里004鄰木柵路4段159巷170弄1 ~ 30號
1162,住宅竊盜,1051105,10~12,台北市士林區聖山里芝玉路211 ~ 240號
1163,住宅竊盜,1051106,07~09,台北市松山區撫遠街369巷1 ~ 30號
1164,住宅竊盜,1051106,10~12,台北市松山區八德路2段437巷10弄1 ~ 30號
1165,住宅竊盜,1051106,13~15,台北市士林區聖山里芝玉路1段211 ~ 240號
1166,住宅竊盜,1051107,16~18,台北市內湖區港華街1 ~ 30號
1167,住宅竊盜,1051107,19~21,台北市內湖區內湖路1段591巷1 ~ 30號
1168,住宅竊盜,1051108,16~18,台北市北投區立賢里吉利街1 ~ 30號
1169,住宅竊盜,1051110,04~06,台北市中山區新生北路3段1 ~ 30號
1170,住宅竊盜,1051110,07~09,台北市大安區民輝里新生南路1段97巷31 ~ 60號
1171,住宅竊盜,1051110,10~12,台北市北投區湖山里陽明路1段1 ~ 30號
1172,住宅竊盜,1051110,13~15,台北市大安區和安里信義路3段147巷17弄1 ~ 30號
1173,住宅竊盜,1051110,22~24,台北市中正區永功里汀州路1段306巷10弄1 ~ 30號
1174,住宅竊盜,1051111,19~21,台北市內湖區文德31 ~ 60號
1175,住宅竊盜,1051111,22~24,台北市中山區錦州街231巷31 ~ 60號
1176,住宅竊盜,1051112,01~03,台北市萬華區環河南路2段130巷6弄1 ~ 30號
1177,住宅竊盜,1051113,10~12,台北市文山區萬盛里萬盛街91 ~ 120號
1178,住宅竊盜,1051113,10~12,台北市中正區富水里思源街1 ~ 30號
1179,住宅竊盜,1051113,13~15,台北市信義區雅祥里松隆路123巷31 ~ 60號
1180,住宅竊盜,1051114,10~12,台北市內湖區成功路4段61巷1 ~ 30號
1181,住宅竊盜,1051115,13~15,台北市信義區新仁里基隆路1段61 ~ 90號
1182,住宅竊盜,1051116,16~18,台北市信義區新仁里基隆路1段61 ~ 90號
1183,住宅竊盜,1051118,10~12,台北市松山區撫遠街369巷1 ~ 30號
1184,住宅竊盜,1051118,19~21,台北市中山區林森北路416巷1 ~ 30號
1185,住宅竊盜,1051119,19~21,台北市文山區萬隆里5鄰羅斯福路5段218巷38弄1 ~ 30號
1186,住宅竊盜,1051120,07~09,台北市中山區龍江路394巷1 ~ 30號
1187,住宅竊盜,1051121,10~12,台北市松山區光復北路121 ~ 150號
1188,住宅竊盜,1051121,16~18,台北市士林區承德里11鄰承德路4段58巷46弄1 ~ 30號
1189,住宅竊盜,1051121,19~21,台北市士林區三玉里士東路200巷15弄1 ~ 30號
1190,住宅竊盜,1051122,04~06,台北市內湖區新明路219巷2弄1 ~ 30號
1191,住宅竊盜,1051122,07~09,台北市內湖區康樂街72巷17弄151 ~ 180號
1192,住宅竊盜,1051122,16~18,台北市南港區中研里研究院路2段12巷57弄31 ~ 60號
1193,住宅竊盜,1051122,22~24,台北市文山區景仁里景仁街77巷5弄1 ~ 30號
1194,住宅竊盜,1051123,16~18,台北市北投區八仙里承德路7段401巷1111 ~ 1140號
1195,住宅竊盜,1051123,22~24,台北市松山區南京東路5段123巷6弄1 ~ 30號
1196,住宅竊盜,1051124,07~09,台北市大同區光能里赤峰街12巷1 ~ 30號
1197,住宅竊盜,1051124,10~12,台北市松山區松河街1 ~ 30號
1198,住宅竊盜,1051124,13~15,台北市大同區建明里京站百貨3樓
1199,住宅竊盜,1051125,01~03,台北市文山區明興里032鄰木柵路2段109巷121 ~ 150號
1200,住宅竊盜,1051125,13~15,台北市大安區臨江里通化街39巷50弄91 ~ 120號
1201,住宅竊盜,1051125,16~18,台北市萬華區武昌街2段121 ~ 150號
1202,住宅竊盜,1051126,16~18,台北市中正區文北里泰安街6巷1 ~ 30號
1203,住宅竊盜,1051127,07~09,台北市北投區桃源里中央北路3段40巷31 ~ 60號
1204,住宅竊盜,1051128,07~09,台北市萬華區德昌街154巷1 ~ 30號
1205,住宅竊盜,1051128,16~18,台北市大同區保安里哈密街59巷1 ~ 30號
1206,住宅竊盜,1051129,04~06,台北市萬華區富福里中華路2段1 ~ 30號
1207,住宅竊盜,1051129,19~21,台北市士林區天玉里4鄰天母西路41巷1弄1 ~ 30號
1208,住宅竊盜,1051130,22~24,台北市中正區忠勤里中華路2段313巷31 ~ 60號
1209,住宅竊盜,1051201,04~06,台北市大同區建明里重慶北路1段1 ~ 30號
1210,住宅竊盜,1051201,07~09,台北市中山區新生北路2段61 ~ 90號
1211,住宅竊盜,1051202,16~18,台北市文山區萬芳里007鄰萬芳路31 ~ 60號
1212,住宅竊盜,1051203,13~15,台北市中正區廈安里大浦街21巷1 ~ 30號
1213,住宅竊盜,1051204,04~06,台北市北投區稻香里稻香路31 ~ 60號
1214,住宅竊盜,1051204,07~09,台北市松山區撫遠街255巷1 ~ 30號
1215,住宅竊盜,1051205,19~21,台北市中正區忠勤里中華路2段313巷1 ~ 30號
1216,住宅竊盜,1051206,01~03,台北市北投區一德里中央北路4段18巷1 ~ 30號
1217,住宅竊盜,1051206,13~15,台北市士林區葫蘆里延平北路5段285巷32弄1 ~ 30號
1218,住宅竊盜,1051206,19~21,台北市士林區天壽里5鄰天母西路22巷6弄1 ~ 30號
1219,住宅竊盜,1051207,10~12,台北市內湖區內湖路1段359巷1 ~ 30號
1220,住宅竊盜,1051207,13~15,台北市北投區關渡里知行路1 ~ 30號
1221,住宅竊盜,1051209,10~12,台北市松山區延壽街402巷2弄1 ~ 30號
1222,住宅竊盜,1051210,10~12,台北市大安區古莊里羅斯福路2段101巷31 ~ 60號
1223,住宅竊盜,1051214,13~15,台北市內湖區金龍路67巷1之1 ~ 30號
1224,住宅竊盜,1051215,13~15,台北市中正區河堤里金門街12巷13弄1 ~ 30號
1225,住宅竊盜,1051215,13~15,台北市大安區芳和里樂業街94巷7弄1 ~ 30號
1226,住宅竊盜,1051216,16~18,台北市大安區黎元里安居街98巷1 ~ 30號
1227,住宅竊盜,1051216,16~18,台北市中山區錦州街31 ~ 60號
1228,住宅竊盜,1051216,22~24,台北市內湖區江南街96巷1 ~ 30號
1229,住宅竊盜,1051216,22~24,台北市信義區泰和里吳興街600巷91 ~ 120號
1230,住宅竊盜,1051217,07~09,台北市內湖區民權東路6段151 ~ 180號
1231,住宅竊盜,1051217,22~24,台北市大安區黎元里安居街84巷1 ~ 30號
1232,住宅竊盜,1051217,22~24,台北市大安區全安里和平東路3段119巷1 ~ 30號
1233,住宅竊盜,1051220,04~06,台北市內湖區民權東路六段190巷1 ~ 30號
1234,住宅竊盜,1051220,16~18,台北市中正區文祥里信義路2段61 ~ 90號
1235,住宅竊盜,1051220,19~21,台北市北投區文林北路244巷31 ~ 60號
1236,住宅竊盜,1051220,22~24,台北市內湖區內湖路1段225巷1弄1 ~ 30號
1237,住宅竊盜,1051222,16~18,台北市內湖區康寧路3段265巷1 ~ 30號
1238,住宅竊盜,1051222,19~21,台北市信義區五常里永吉路225巷32弄1 ~ 30號
1239,住宅竊盜,1051223,13~15,台北市文山區興福里15鄰景華街121巷7弄1 ~ 30號
1240,住宅竊盜,1051224,01~03,台北市萬華區貴陽街2段211 ~ 240號
1241,住宅竊盜,1051224,13~15,台北市北投區榮華里榮華一路7巷1 ~ 30號
1242,住宅竊盜,1051224,19~21,台北市萬華區中華路364巷1 ~ 30號
1243,住宅竊盜,1051225,10~12,台北市士林區天玉里天母北路1 ~ 30號
1244,住宅竊盜,1051226,01~03,台北市士林區德行里中山北路5段811巷1 ~ 30號
1245,住宅竊盜,1051226,01~03,台北市士林區德行里中山北路5段811巷1 ~ 30號
1246,住宅竊盜,1051226,07~09,台北市中山區中山北路1段121巷1 ~ 30號
1247,住宅竊盜,1051226,19~21,台北市中山區復興北路91 ~ 120號
1248,住宅竊盜,1051227,13~15,台北市大安區古風里泰順街60巷18弄1 ~ 30號
1249,住宅竊盜,1051228,10~12,台北市北投區榮光里西安街1段313巷16弄31 ~ 60號
1250,住宅竊盜,1051229,10~12,台北市大安區臨江里通化街101巷31 ~ 60號
1251,住宅竊盜,1051229,22~24,台北市士林區聖山里19鄰忠誠路1段147巷1 ~ 30號
1252,住宅竊盜,1051230,01~03,台北市萬華區萬大路486巷37弄1 ~ 30號
1253,住宅竊盜,1051231,19~21,台北市士林區忠誠里忠誠路1段91 ~ 120號
1254,住宅竊盜,1060101,13~15,台北市南港區東新里興南街60巷1 ~ 30號
1255,住宅竊盜,1060101,13~15,台北市中山區林森北路391 ~ 420號
1256,住宅竊盜,1060101,22~24,台北市士林區天玉里6鄰天母西路61 ~ 90號
1257,住宅竊盜,1060101,22~24,台北市信義區松隆里松山路571 ~ 600號
1258,住宅竊盜,1060101,22~24,台北市文山區景華街128巷3弄1 ~ 30號
1259,住宅竊盜,1060101,22~24,台北市中山區林森北路107巷31 ~ 60號
1260,住宅竊盜,1060102,04~06,台北市中山區林森北路31 ~ 60號
1261,住宅竊盜,1060105,16~18,台北市內湖區康樂街48巷1 ~ 30號
1262,住宅竊盜,1060105,16~18,台北市萬華區西寧南路1 ~ 30號
1263,住宅竊盜,1060105,19~21,台北市信義區六合里信義路5段150巷211 ~ 240號
1264,住宅竊盜,1060105,22~24,台北市信義區中行里福德街251巷7弄1 ~ 30號
1265,住宅竊盜,1060106,13~15,台北市內湖區環山路2段50巷14弄14之1 ~ 30號
1266,住宅竊盜,1060107,13~15,台北市士林區岩山里13鄰芝玉路1段197巷25弄1 ~ 30號
1267,住宅竊盜,1060109,10~12,台北市南港區合成里忠孝東路6段159巷4弄1 ~ 30號
1268,住宅竊盜,1060109,16~18,台北市萬華區桂林路1 ~ 30號
1269,住宅竊盜,1060110,04~06,台北市萬華區廣州街211 ~ 240號
1270,住宅竊盜,1060112,04~06,台北市大安區仁慈里復興南路1段279巷1 ~ 30號
1271,住宅竊盜,1060114,22~24,台北市松山區南京東路4段31 ~ 60號
1272,住宅竊盜,1060115,13~15,台北市北投區行義路186巷1 ~ 30號
1273,住宅竊盜,1060116,10~12,台北市信義區大道里忠孝東路5段790巷22弄1 ~ 30號
1274,住宅竊盜,1060116,13~15,台北市文山區萬祥里景隆街1巷1 ~ 30號
1275,住宅竊盜,1060116,16~18,台北市士林區明勝里通河街323巷1 ~ 30號
1276,住宅竊盜,1060117,01~03,台北市松山區光復北路210巷31 ~ 60號
1277,住宅竊盜,1060117,07~09,台北市中正區南福里羅斯福路1段58巷17弄1 ~ 30號
1278,住宅竊盜,1060117,07~09,台北市大安區車層里忠孝東路4段216巷27弄1 ~ 30號
1279,住宅竊盜,1060117,16~18,台北市士林區葫蘆里05鄰葫蘆街121 ~ 150號
1280,住宅竊盜,1060118,13~15,台北市士林區蘭雅里文林路661巷40弄1 ~ 30號
1281,住宅竊盜,1060121,04~06,台北市北投區福興里自強街5巷151 ~ 180號
1282,住宅竊盜,1060121,07~09,台北市文山區萬年里羅斯福路5段212巷1 ~ 30號
1283,住宅竊盜,1060122,01~03,台北市北投區關渡里大度路3段211 ~ 240號
1284,住宅竊盜,1060122,19~21,台北市大安區光信里光復南路456巷1 ~ 30號
1285,住宅竊盜,1060122,19~21,台北市中山區中山北路2段16巷1 ~ 30號
1286,住宅竊盜,1060123,13~15,台北市中正區幸市里濟南路2段1 ~ 30號
1287,住宅竊盜,1060125,22~24,台北市中山區松江路124巷19之1 ~ 30號
1288,住宅竊盜,1060126,01~03,台北市中正區河堤里金門街1 ~ 30號
1289,住宅竊盜,1060126,19~21,台北市萬華區大理街1 ~ 30號
1290,住宅竊盜,1060126,19~21,台北市中山區林森北路481 ~ 510號
1291,住宅竊盜,1060127,04~06,台北市文山區萬興里004鄰新光路1段95巷1 ~ 30號
1292,住宅竊盜,1060127,04~06,台北市中山區松江路186之1 ~ 30號
1293,住宅竊盜,1060127,13~15,台北市文山區樟文里019鄰辛亥路7段76巷1 ~ 30號
1294,住宅竊盜,1060127,22~24,台北市士林區大南路241 ~ 270號
1295,住宅竊盜,1060128,01~03,台北市士林區芝山里13鄰士東路266巷3弄1 ~ 30號
1296,住宅竊盜,1060128,01~03,台北市中山區德惠街167巷1 ~ 30號
1297,住宅竊盜,1060128,16~18,台北市士林區天福里4鄰忠誠路2段154巷1 ~ 30號
1298,住宅竊盜,1060130,16~18,台北市松山區民生東路3段91 ~ 120號
1299,住宅竊盜,1060202,07~09,台北市中正區永功里汀州路1段271 ~ 300號
1300,住宅竊盜,1060202,10~12,台北市士林區名山里至誠路2段92巷3弄1 ~ 30號
1301,住宅竊盜,1060202,13~15,台北市中山區中山北路2段62巷28之1 ~ 30號
1302,住宅竊盜,1060202,22~24,台北市中山區龍江路370巷31 ~ 60號
1303,住宅竊盜,1060203,22~24,台北市大安區通化里光復南路691 ~ 720號
1304,住宅竊盜,1060207,04~06,台北市南港區東明里興華路61 ~ 90號
1305,住宅竊盜,1060207,16~18,台北市文山區興得里11鄰興隆路3段36巷9弄1 ~ 30號
1306,住宅竊盜,1060207,19~21,台北市內湖區港華街109巷1 ~ 30號
1307,住宅竊盜,1060208,07~09,台北市文山區萬美里010鄰萬美街1段91 ~ 120號
1308,住宅竊盜,1060208,07~09,台北市中山區民權東路3段75巷2弄1 ~ 30號
1309,住宅竊盜,1060208,07~09,台北市大安區和安里建國南路1段301 ~ 330號
1310,住宅竊盜,1060209,04~06,台北市中正區忠勤里中華路2段315巷4弄1 ~ 30號
1311,住宅竊盜,1060209,16~18,台北市萬華區東園街181 ~ 210號
1312,住宅竊盜,1060210,07~09,台北市中山區建國北路3段91 ~ 120號
1313,住宅竊盜,1060212,19~21,台北市中山區明水路631 ~ 660號
1314,住宅竊盜,1060213,13~15,台北市北投區榮華里榮華一路1 ~ 30號
1315,住宅竊盜,1060214,19~21,台北市大同區星明里五原路1 ~ 30號
1316,住宅竊盜,1060216,07~09,台北市大同區星明里民生西路178巷1 ~ 30號
1317,住宅竊盜,1060216,16~18,台北市北投區中和里4鄰中和街455巷3弄1 ~ 30號
1318,住宅竊盜,1060219,01~03,台北市內湖區內湖路1段411巷91 ~ 120號
1319,住宅竊盜,1060220,01~03,台北市中山區林森北路85巷1 ~ 30號
1320,住宅竊盜,1060221,07~09,台北市文山區木柵路5段61 ~ 90號
1321,住宅竊盜,1060221,19~21,台北市內湖區港華街109巷1 ~ 30號
1322,住宅竊盜,1060222,13~15,台北市北投區文林里文林北路272巷1 ~ 30號
1323,住宅竊盜,1060222,13~15,台北市北投區行義路58巷22弄1 ~ 30號
1324,住宅竊盜,1060222,19~21,台北市大安區龍坡里雲和街91 ~ 120號
1325,住宅竊盜,1060222,22~24,台北市文山區興旺里12鄰福興路78巷10弄1 ~ 30號
1326,住宅竊盜,1060223,19~21,台北市士林區永倫里永平街80巷1 ~ 30號
1327,住宅竊盜,1060224,16~18,台北市內湖區康樂街61巷15弄1 ~ 30號
1328,住宅竊盜,1060224,22~24,台北市中山區四平街1 ~ 30號
1329,住宅竊盜,1060224,22~24,台北市中山區雙城街13巷1 ~ 30號
1330,住宅竊盜,1060225,10~12,台北市內湖區安康路226巷1 ~ 30號
1331,住宅竊盜,1060225,16~18,台北市萬華區富福里大理街1 ~ 30號
1332,住宅竊盜,1060226,10~12,台北市內湖區安康路106巷31 ~ 60號
1333,住宅竊盜,1060227,19~21,台北市萬華區西昌街181 ~ 210號
1334,住宅竊盜,1060301,13~15,台北市大安區龍圖里建國南路2段25巷1 ~ 30號
1335,住宅竊盜,1060302,01~03,台北市大同區雙連里歸綏街91 ~ 120號
1336,住宅竊盜,1060303,16~18,台北市士林區仁勇里10鄰大東路84巷1 ~ 30號
1337,住宅竊盜,1060303,16~18,台北市大同區至聖里承德路3段247巷1 ~ 30號
1338,住宅竊盜,1060306,19~21,台北市文山區樟樹里007鄰興隆路4段74巷1 ~ 30號
1339,住宅竊盜,1060312,01~03,台北市松山區北寧路7巷1 ~ 30號
1340,住宅竊盜,1060312,13~15,台北市大同區建功里華亭街31 ~ 60號
1341,住宅竊盜,1060313,19~21,台北市萬華區長沙街2段1 ~ 30號
1342,住宅竊盜,1060315,07~09,台北市萬華區峨眉街91 ~ 120號
1343,住宅竊盜,1060315,10~12,台北市松山區南京東路5段123巷6弄1 ~ 30號
1344,住宅竊盜,1060316,10~12,台北市大安區群英里四維路170巷31 ~ 60號
1345,住宅竊盜,1060316,19~21,台北市士林區承德里後港街31 ~ 60號
1346,住宅竊盜,1060317,10~12,台北市大安區住安里大安路2段3巷31 ~ 60號
1347,住宅竊盜,1060318,10~12,台北市北投區奇岩里公?路340巷1 ~ 30號
1348,住宅竊盜,1060319,07~09,台北市士林區名山里1鄰至誠路1段301 ~ 330號
1349,住宅竊盜,1060320,04~06,台北市中山區林森北路91 ~ 120號
1350,住宅竊盜,1060320,10~12,台北市信義區長春里虎林街108巷31 ~ 60號
1351,住宅竊盜,1060320,19~21,台北市信義區興隆里逸仙路50巷1 ~ 30號
1352,住宅竊盜,1060321,01~03,台北市中正區龍光里2鄰重慶南路2段61 ~ 90號
1353,住宅竊盜,1060321,19~21,台北市士林區天山里5鄰中山北路7段82巷10弄31 ~ 60號
1354,住宅竊盜,1060321,22~24,台北市士林區福華里承德路4段40巷1 ~ 30號
1355,住宅竊盜,1060324,10~12,台北市北投區開明里翠宜路1 ~ 30號
1356,住宅竊盜,1060324,16~18,台北市信義區興雅里永吉路30巷157弄1 ~ 30號
1357,住宅竊盜,1060325,07~09,台北市內湖區內湖路3段59巷7弄1 ~ 30號
1358,住宅竊盜,1060326,10~12,台北市士林區社新里4鄰延平北路6段121 ~ 150號
1359,住宅竊盜,1060326,22~24,台北市中山區合江街130巷1 ~ 30號
1360,住宅竊盜,1060327,16~18,台北市中山區林森北路107巷1 ~ 30號
1361,住宅竊盜,1060328,07~09,台北市大同區鄰江里迪化街2段296巷1 ~ 30號
1362,住宅竊盜,1060329,13~15,台北市內湖區內湖路一段285巷69弄31 ~ 60號
1363,住宅竊盜,1060330,19~21,台北市大安區光信里17鄰延吉街241 ~ 270號
1364,住宅竊盜,1060330,19~21,台北市大安區民輝里新生南路1段103巷31 ~ 60號
1365,住宅竊盜,1060331,19~21,台北市中山區建國北路2段91 ~ 120號
1366,住宅竊盜,1060401,04~06,台北市文山區樟樹里014鄰興隆路4段96巷4弄1 ~ 30號
1367,住宅竊盜,1060404,04~06,台北市北投區稻香里新興路121 ~ 150號
1368,住宅竊盜,1060405,04~06,台北市中正區南福里重慶南路3段1 ~ 30號
1369,住宅竊盜,1060406,10~12,台北市松山區自強里7鄰三民路74巷1 ~ 30號
1370,住宅竊盜,1060409,16~18,台北市內湖區大湖街160巷2弄1 ~ 30號
1371,住宅竊盜,1060410,07~09,台北市北投區稻香里新興路121 ~ 150號
1372,住宅竊盜,1060412,04~06,台北市士林區陽明里中庸一路1 ~ 30號
1373,住宅竊盜,1060413,16~18,台北市文山區指南里018鄰萬壽路91 ~ 120號
1374,住宅竊盜,1060413,16~18,台北市文山區萬隆里羅斯福路5段236巷14弄1 ~ 30號
1375,住宅竊盜,1060414,22~24,台北市士林區蘭雅里中山北路6段290巷28弄1 ~ 30號
1376,住宅竊盜,1060415,10~12,台北市大同區南芳里民權西路292巷1 ~ 30號
1377,住宅竊盜,1060416,22~24,台北市北投區林泉里新民路1巷1 ~ 30號
1378,住宅竊盜,1060417,13~15,台北市內湖區大湖里大湖山莊街61巷1 ~ 30號
1379,住宅竊盜,1060417,13~15,台北市內湖區五分里30鄰東湖路106巷7弄31 ~ 60號
1380,住宅竊盜,1060419,16~18,台北市大安區義村里復興南路1段181 ~ 210號
1381,住宅竊盜,1060420,07~09,台北市大同區建功里重慶北路1段1 ~ 30號
1382,住宅竊盜,1060421,16~18,台北市士林區天祿里10鄰中山北路6段450巷31 ~ 60號
1383,住宅竊盜,1060422,07~09,台北市南港區成福里成福路121巷56弄1 ~ 30號
1384,住宅竊盜,1060422,19~21,台北市士林區天壽里9鄰中山北路6段405巷31 ~ 60號
1385,住宅竊盜,1060425,04~06,台北市內湖區內湖路1段203巷1 ~ 30號
1386,住宅竊盜,1060426,04~06,台北市北投區立賢里尊賢街239巷1 ~ 30號
1387,住宅竊盜,1060427,13~15,台北市文山區萬祥里景明街14巷1 ~ 30號
1388,住宅竊盜,1060427,19~21,台北市士林區天玉里11鄰天母北路28巷1 ~ 30號
1389,住宅竊盜,1060429,01~03,台北市南港區成福里東新街91 ~ 120號
